,close,MA_Short,MA_Long,MA_True,MA_Cross,,,,,,5,10
263,3814,3814.101264,3811.465666,1,0,3814.101264,2.9645E-09,3811.465666,-4.22324E-09,,,
264,3810,3812.734176,3811.199181,1,0,3812.734176,-4.69026E-09,3811.199181,-3.45517E-09,,,
265,3815,3813.489451,3811.890239,1,0,3813.489451,2.06455E-10,3811.890239,-2.82762E-09,,,
266,3812,3812.992967,3811.910196,1,0,3812.992967,-3.19551E-09,3811.910196,4.04998E-09,,,
267,3810,3811.995311,3811.562887,1,0,3811.995311,-2.12958E-09,3811.562887,3.31329E-09,,,
268,3811,3811.663541,3811.460544,1,0,3811.663541,-4.75256E-09,3811.460544,1.80171E-09,,,
269,3815,3812.775694,3812.104082,1,0,3812.775694,3.49837E-09,3812.104082,-3.07182E-09,,,
270,3817,3814.183796,3812.994249,1,0,3814.183796,-4.3342E-09,3812.994249,4.75939E-09,,,
271,3817,3815.122531,3813.722567,1,0,3815.122531,4.43833E-10,3813.722567,2.98496E-09,,,
272,3820,3816.748354,3814.863919,1,0,3816.748354,-3.0368E-09,3814.863919,4.26007E-09,,,
273,3817,3816.832236,3815.252297,1,0,3816.832236,4.64206E-09,3815.252297,-3.78714E-09,,,
274,3821,3818.221491,3816.297334,1,0,3818.221491,3.09501E-09,3816.297334,1.4461E-09,,,
275,3820,3818.814327,3816.970546,1,0,3818.814327,2.06319E-09,3816.970546,3.00088E-09,,,
276,3818,3818.542885,3817.157719,1,0,3818.542885,4.70891E-09,3817.157719,-4.81714E-09,,,
277,3824,3820.361923,3818.40177,1,0,3820.361923,-1.93722E-10,3818.40177,-2.12367E-09,,,
278,3826,3822.241282,3819.783267,1,0,3822.241282,-3.46245E-09,3819.783267,-8.29004E-10,,,
279,3821,3821.827521,3820.004491,1,0,3821.827521,1.025E-09,3820.004491,-2.49702E-09,,,
280,3820,3821.218348,3820.003674,1,0,3821.218348,4.01724E-09,3820.003674,-4.7703E-09,,,
281,3822,3821.478898,3820.366643,1,0,3821.478898,-3.98813E-09,3820.366643,-2.99406E-09,,,
282,3813,3818.652599,3819.027253,-1,-1,3818.652599,6.753E-10,3819.027253,-2.45018E-09,,,
283,3811,3816.101733,3817.567753,-1,0,3816.101733,4.502E-10,3817.567753,2.54022E-09,,,
284,3814,3815.401155,3816.91907,-1,0,3815.401155,3.00588E-10,3816.91907,2.0782E-09,,,
285,3813,3814.60077,3816.206512,-1,0,3814.60077,3.5343E-09,3816.206512,2.60889E-09,,,
286,3811,3813.400513,3815.259873,-1,0,3813.400513,-9.76797E-10,3815.259873,1.22509E-09,,,
287,3815,3813.933676,3815.212624,-1,0,3813.933676,-6.50743E-10,3815.212624,-2.63435E-09,,,
288,3810,3812.62245,3814.264874,-1,0,3812.62245,-3.76667E-09,3814.264874,3.29919E-09,,,
289,3814,3813.081634,3814.216715,-1,0,3813.081634,8.22183E-10,3814.216715,-2.75531E-09,,,
290,3812,3812.721089,3813.813676,-1,0,3812.721089,5.48425E-10,3813.813676,2.29056E-09,,,
291,3817,3814.147393,3814.393008,-1,0,3814.147393,-2.96723E-09,3814.393008,3.69209E-09,,,
292,3812,3813.431595,3813.957915,-1,0,3813.431595,-1.9777E-09,3813.957915,2.92857E-10,,,
293,3810,3812.28773,3813.238294,-1,0,3812.28773,2.01499E-09,3813.238294,2.96632E-09,,,
294,3811,3811.858487,3812.831332,-1,0,3811.858487,-1.98952E-09,3812.831332,3.33603E-09,,,
295,3814,3812.572324,3813.043817,-1,0,3812.572324,-4.65934E-09,3813.043817,9.11314E-10,,,
296,3815,3813.38155,3813.399487,-1,0,3813.38155,-3.10592E-09,3813.399487,-1.07275E-09,,,
297,3806,3810.921033,3812.054125,-1,0,3810.921033,4.59613E-09,3812.054125,3.09228E-11,,,
298,3809,3810.280689,3811.49883,-1,0,3810.280689,-3.60251E-09,3811.49883,1.84309E-09,,,
299,3801,3807.187126,3809.589952,-1,0,3807.187126,4.26553E-09,3809.589952,5.98448E-10,,,
300,3798,3804.124751,3807.482688,-1,0,3804.124751,-4.89308E-10,3807.482688,-1.32877E-09,,,
301,3798,3802.083167,3805.758563,-1,0,3802.083167,3.0077E-09,3805.758563,-4.72346E-09,,,
302,3795,3799.722111,3803.80246,-1,0,3799.722111,-4.66116E-09,3803.80246,-2.95586E-09,,,
303,3797,3798.814741,3802.565649,-1,0,3798.814741,3.55931E-09,3802.565649,-2.41835E-09,,,
304,3802,3799.876494,3802.462804,-1,0,3799.876494,-4.29372E-09,3802.462804,7.48514E-10,,,
305,3795,3798.250996,3801.105931,-1,0,3798.250996,-2.86263E-09,3801.105931,-4.8426E-09,,,
306,3799,3798.500664,3800.723034,-1,0,3798.500664,1.42563E-09,3800.723034,3.31056E-09,,,
307,3799,3798.667109,3800.409755,-1,0,3798.667109,4.28417E-09,3800.409755,1.79944E-09,,,
308,3802,3799.778073,3800.698891,-1,0,3799.778073,-3.80987E-09,3800.698891,1.47202E-09,,,
309,3804,3801.185382,3801.299092,-1,0,3801.185382,-2.53976E-09,3801.299092,-1.5234E-09,,,
310,3806,3802.790255,3802.153803,1,1,3802.790255,1.64027E-09,3802.153803,-3.97404E-09,,,
311,3804,3803.193503,3802.489475,1,0,3803.193503,4.42697E-09,3802.489475,3.11138E-09,,,
312,3803,3803.129002,3802.582298,1,0,3803.129002,-3.81988E-10,3802.582298,-3.81806E-09,,,
313,3804,3803.419335,3802.840062,1,0,3803.419335,-2.54204E-10,3802.840062,2.33013E-09,,,
314,3800,3802.279556,3802.323687,-1,-1,3802.279556,-3.50246E-09,3802.323687,9.97261E-10,,,
315,3806,3803.519704,3802.992107,1,1,3803.519704,9.9817E-10,3802.992107,8.15817E-10,,,
316,3809,3805.34647,3804.084452,1,0,3805.34647,6.6575E-10,3804.084452,-4.78713E-09,,,
317,3810,3806.897646,3805.160006,1,0,3806.897646,4.43833E-10,3805.160006,4.26462E-09,,,
318,3811,3808.265098,3806.221823,1,0,3808.265098,3.62979E-09,3806.221823,-4.69254E-09,,,
319,3813,3809.843398,3807.454219,1,0,3809.843398,2.42017E-09,3807.454219,1.61526E-09,,,
320,3808,3809.228932,3807.553452,1,0,3809.228932,4.94674E-09,3807.553452,4.12456E-10,,,
321,3809,3809.152622,3807.816461,1,0,3809.152622,3.29828E-09,3807.816461,-3.29965E-09,,,
322,3813,3810.435081,3808.758922,1,0,3810.435081,2.19916E-09,3808.758922,2.7544E-09,,,
323,3810,3810.290054,3808.984573,1,0,3810.290054,1.46656E-09,3808.984573,-4.11046E-09,,,
324,3811,3810.526703,3809.351014,1,0,3810.526703,-2.35514E-09,3809.351014,-3.36331E-09,,,
325,3809,3810.017802,3809.287193,1,0,3810.017802,-1.56979E-09,3809.287193,-9.33596E-10,,,
326,3811,3810.345201,3809.598613,1,0,3810.345201,-4.37922E-09,3809.598613,-4.40014E-09,,,
327,3813,3811.230134,3810.217047,1,0,3811.230134,3.74757E-09,3810.217047,-2.69119E-09,,,
328,3813,3811.820089,3810.723038,1,0,3811.820089,-4.16776E-09,3810.723038,4.16094E-09,,,
329,3799,3807.546726,3808.591577,-1,-1,3807.546726,-2.77805E-09,3808.591577,1.58616E-09,,,
330,3790,3801.697818,3805.21129,-1,0,3801.697818,-1.85173E-09,3805.21129,-2.33877E-09,,,
331,3778,3793.798545,3800.263783,-1,0,3793.798545,2.09957E-09,3800.263783,8.13543E-10,,,
332,3778,3788.532363,3796.215822,-1,0,3788.532363,1.40017E-09,3796.215822,3.39287E-09,,,
333,3763,3780.021576,3790.176582,-1,0,3780.021576,9.33142E-10,3790.176582,-1.76942E-09,,,
334,3762,3774.014384,3785.053567,-1,0,3774.014384,-2.71075E-09,3785.053567,3.09728E-09,,,
335,3767,3771.676256,3781.7711,-1,0,3771.676256,4.85943E-09,3781.7711,-1.10231E-09,,,
336,3768,3770.450837,3779.267264,-1,0,3770.450837,3.24007E-09,3779.267264,-1.81126E-09,,,
337,3761,3767.300558,3775.945943,-1,0,3767.300558,-4.50609E-09,3775.945943,-1.48202E-09,,,
338,3763,3765.867039,3773.592135,-1,0,3765.867039,-3.00361E-09,3773.592135,3.33284E-09,,,
339,3752,3761.244693,3769.666293,-1,0,3761.244693,4.66434E-09,3769.666293,9.08585E-10,,,
340,3754,3758.829795,3766.817876,-1,0,3758.829795,3.11002E-09,3766.817876,-1.07548E-09,,,
341,3746,3754.553197,3763.032807,-1,0,3754.553197,-1.25965E-09,3763.032807,2.86491E-11,,,
342,3753,3754.035464,3761.208661,-1,0,3754.035464,-4.17276E-09,3761.208661,1.84173E-09,,,
343,3746,3751.356976,3758.44345,-1,0,3751.356976,-2.78169E-09,3758.44345,-4.85716E-09,,,
344,3741,3747.904651,3755.271913,-1,0,3747.904651,4.81259E-09,3755.271913,-1.24692E-09,,,
